customer_id,event_type,event_date,plan_type,monthly_revenue,cancellation_reason
CUST_000697,downgrade,2026-08-17,basic,9.99,
CUST_000698,subscribe,2025-09-11,basic,9.99,
CUST_000699,subscribe,2024-06-25,premium,22.99,
CUST_000700,subscribe,2026-01-05,premium,22.99,
CUST_000701,subscribe,2024-12-18,standard,15.49,
CUST_000701,upgrade,2025-02-18,premium,22.99,
CUST_000702,subscribe,2024-09-19,basic,9.99,
CUST_000703,subscribe,2024-12-25,basic,9.99,
CUST_000703,downgrade,2025-05-26,basic,9.99,
CUST_000704,subscribe,2026-03-21,premium,22.99,
CUST_000705,subscribe,2024-09-01,standard,15.49,
CUST_000706,subscribe,2024-12-27,standard,15.49,
CUST_000707,subscribe,2024-12-16,basic,9.99,
CUST_000707,upgrade,2025-04-17,standard,15.49,
CUST_000708,subscribe,2025-08-21,standard,15.49,
CUST_000709,subscribe,2025-10-02,premium,22.99,
CUST_000710,subscribe,2025-02-18,standard,15.49,
CUST_000711,subscribe,2024-07-22,basic,9.99,
CUST_000712,subscribe,2025-06-26,standard,15.49,
CUST_000712,downgrade,2025-11-04,standard,15.49,
CUST_000713,subscribe,2025-06-09,basic,9.99,
CUST_000713,upgrade,2025-10-12,premium,22.99,
CUST_000713,cancel,2026-02-19,basic,0.0,technical_issues
CUST_000714,subscribe,2026-01-17,basic,9.99,
CUST_000715,subscribe,2024-07-31,standard,15.49,
CUST_000716,subscribe,2026-01-20,standard,15.49,
CUST_000716,downgrade,2026-06-21,basic,9.99,
CUST_000716,cancel,2027-01-20,standard,0.0,personal_reasons
CUST_000717,subscribe,2025-02-24,premium,22.99,
CUST_000718,subscribe,2026-03-01,standard,15.49,
CUST_000718,cancel,2026-05-25,standard,0.0,technical_issues
CUST_000719,subscribe,2025-03-11,standard,15.49,
CUST_000719,cancel,2025-11-08,standard,0.0,not_enough_content
CUST_000720,subscribe,2024-06-08,standard,15.49,
CUST_000720,upgrade,2024-09-19,premium,22.99,
CUST_000720,cancel,2025-06-06,standard,0.0,technical_issues
CUST_000721,subscribe,2025-12-18,standard,15.49,
CUST_000722,subscribe,2025-04-14,basic,9.99,
CUST_000723,subscribe,2025-10-19,basic,9.99,
CUST_000723,downgrade,2026-04-10,basic,9.99,
CUST_000724,subscribe,2025-08-03,basic,9.99,
CUST_000724,downgrade,2025-09-12,basic,9.99,
CUST_000725,subscribe,2024-04-27,premium,22.99,
CUST_000726,subscribe,2026-02-12,standard,15.49,
CUST_000727,subscribe,2025-06-26,premium,22.99,
CUST_000728,subscribe,2025-10-08,premium,22.99,
CUST_000729,subscribe,2025-06-02,premium,22.99,
CUST_000729,cancel,2026-01-27,premium,0.0,switching_competitor
CUST_000730,subscribe,2025-11-26,basic,9.99,
CUST_000731,subscribe,2025-01-13,standard,15.49,
CUST_000732,subscribe,2025-02-25,premium,22.99,
CUST_000733,subscribe,2024-08-27,basic,9.99,
CUST_000734,subscribe,2024-12-23,premium,22.99,
CUST_000735,subscribe,2025-02-04,standard,15.49,
CUST_000736,subscribe,2024-08-30,basic,9.99,
CUST_000737,subscribe,2025-05-03,premium,22.99,
CUST_000738,subscribe,2025-08-25,premium,22.99,
CUST_000739,subscribe,2024-04-25,basic,9.99,
CUST_000740,subscribe,2024-08-18,basic,9.99,
CUST_000741,subscribe,2025-02-02,standard,15.49,
CUST_000742,subscribe,2024-08-21,basic,9.99,
CUST_000743,subscribe,2025-01-03,basic,9.99,
CUST_000743,upgrade,2025-02-25,standard,15.49,
CUST_000744,subscribe,2025-06-29,premium,22.99,
CUST_000744,cancel,2026-03-13,premium,0.0,switching_competitor
CUST_000745,subscribe,2024-08-03,standard,15.49,
CUST_000745,cancel,2024-10-12,standard,0.0,personal_reasons
CUST_000746,subscribe,2025-12-27,standard,15.49,
CUST_000747,subscribe,2025-07-12,basic,9.99,
CUST_000747,upgrade,2025-10-19,standard,15.49,
CUST_000748,subscribe,2025-07-30,basic,9.99,
CUST_000748,cancel,2025-11-14,basic,0.0,personal_reasons
CUST_000749,subscribe,2025-09-11,premium,22.99,
CUST_000750,subscribe,2024-09-03,standard,15.49,
CUST_000750,cancel,2025-02-14,standard,0.0,switching_competitor
CUST_000751,subscribe,2025-10-11,premium,22.99,
CUST_000752,subscribe,2026-03-19,premium,22.99,
CUST_000753,subscribe,2024-12-14,standard,15.49,
CUST_000754,subscribe,2025-02-17,premium,22.99,
CUST_000754,cancel,2026-01-20,premium,0.0,switching_competitor
CUST_000755,subscribe,2024-06-30,basic,9.99,
CUST_000756,subscribe,2025-12-11,premium,22.99,
CUST_000757,subscribe,2024-06-18,premium,22.99,
CUST_000757,downgrade,2024-09-04,standard,15.49,
CUST_000758,subscribe,2024-12-09,basic,9.99,
CUST_000759,subscribe,2024-09-03,premium,22.99,
CUST_000759,cancel,2025-07-13,premium,0.0,not_enough_content
CUST_000760,subscribe,2025-05-21,premium,22.99,
CUST_000761,subscribe,2024-06-25,standard,15.49,
CUST_000762,subscribe,2024-06-05,premium,22.99,
CUST_000762,downgrade,2024-10-05,premium,22.99,
CUST_000762,cancel,2024-07-17,premium,0.0,personal_reasons
CUST_000763,subscribe,2024-05-15,basic,9.99,
CUST_000764,subscribe,2024-04-13,basic,9.99,
CUST_000764,upgrade,2024-10-08,standard,15.49,
CUST_000764,cancel,2025-02-14,basic,0.0,personal_reasons
CUST_000765,subscribe,2025-02-06,basic,9.99,
CUST_000765,upgrade,2025-05-21,premium,22.99,
CUST_000766,subscribe,2024-07-29,premium,22.99,
CUST_000767,subscribe,2025-06-27,standard,15.49,
CUST_000767,upgrade,2025-10-21,premium,22.99,
CUST_000768,subscribe,2025-02-27,premium,22.99,
CUST_000768,downgrade,2025-08-03,premium,22.99,
CUST_000769,subscribe,2025-07-20,standard,15.49,
CUST_000770,subscribe,2024-07-19,basic,9.99,
CUST_000771,subscribe,2024-05-31,basic,9.99,
CUST_000772,subscribe,2025-09-20,premium,22.99,
CUST_000773,subscribe,2024-10-30,basic,9.99,
CUST_000773,cancel,2025-09-12,basic,0.0,switching_competitor
CUST_000774,subscribe,2025-06-14,standard,15.49,
CUST_000774,upgrade,2025-08-01,premium,22.99,
CUST_000775,subscribe,2025-04-16,standard,15.49,
CUST_000775,downgrade,2025-10-03,standard,15.49,
CUST_000776,subscribe,2024-06-13,basic,9.99,
CUST_000777,subscribe,2024-07-29,basic,9.99,
CUST_000777,downgrade,2024-11-01,basic,9.99,
CUST_000778,subscribe,2025-11-26,standard,15.49,
CUST_000779,subscribe,2024-04-21,premium,22.99,
CUST_000780,subscribe,2025-04-03,premium,22.99,
CUST_000781,subscribe,2024-11-22,standard,15.49,
CUST_000782,subscribe,2025-10-22,premium,22.99,
CUST_000782,downgrade,2026-03-08,premium,22.99,
CUST_000783,subscribe,2025-07-21,basic,9.99,
CUST_000783,downgrade,2025-12-07,basic,9.99,
CUST_000784,subscribe,2024-07-05,premium,22.99,
CUST_000785,subscribe,2024-08-19,standard,15.49,
CUST_000786,subscribe,2024-04-14,premium,22.99,
CUST_000786,downgrade,2024-08-21,standard,15.49,
CUST_000787,subscribe,2024-07-11,basic,9.99,
CUST_000787,cancel,2024-10-24,basic,0.0,not_enough_content
CUST_000788,subscribe,2024-04-25,standard,15.49,
CUST_000788,downgrade,2024-06-07,standard,15.49,
CUST_000789,subscribe,2025-09-24,standard,15.49,
CUST_000789,downgrade,2026-01-03,basic,9.99,
CUST_000790,subscribe,2025-04-26,standard,15.49,
CUST_000790,upgrade,2025-08-02,premium,22.99,
CUST_000791,subscribe,2025-05-31,standard,15.49,
CUST_000791,downgrade,2025-10-16,basic,9.99,
CUST_000792,subscribe,2026-02-24,basic,9.99,
CUST_000792,upgrade,2026-08-18,premium,22.99,
CUST_000792,cancel,2026-10-29,basic,0.0,too_expensive
CUST_000793,subscribe,2024-05-13,premium,22.99,
CUST_000793,downgrade,2024-08-21,standard,15.49,
CUST_000794,subscribe,2024-07-16,standard,15.49,
CUST_000794,downgrade,2024-10-13,basic,9.99,
CUST_000795,subscribe,2025-10-31,premium,22.99,
CUST_000795,downgrade,2026-04-25,premium,22.99,
CUST_000796,subscribe,2024-12-28,standard,15.49,
CUST_000797,subscribe,2024-09-25,basic,9.99,
CUST_000798,subscribe,2025-12-10,premium,22.99,
CUST_000799,subscribe,2024-12-04,premium,22.99,
CUST_000799,downgrade,2025-05-24,basic,9.99,
CUST_000800,subscribe,2025-03-27,standard,15.49,
CUST_000801,subscribe,2024-09-25,basic,9.99,
CUST_000802,subscribe,2024-08-28,basic,9.99,
CUST_000802,upgrade,2024-11-18,standard,15.49,
CUST_000803,subscribe,2025-09-10,standard,15.49,
CUST_000804,subscribe,2025-08-21,standard,15.49,
CUST_000804,downgrade,2025-10-13,basic,9.99,
CUST_000805,subscribe,2025-02-23,basic,9.99,
CUST_000806,subscribe,2026-04-04,premium,22.99,
CUST_000807,subscribe,2024-04-16,basic,9.99,
CUST_000808,subscribe,2025-11-08,standard,15.49,
CUST_000809,subscribe,2025-08-07,standard,15.49,
CUST_000809,downgrade,2025-12-19,basic,9.99,
CUST_000810,subscribe,2024-08-24,premium,22.99,
CUST_000810,downgrade,2024-11-04,standard,15.49,
CUST_000811,subscribe,2025-02-26,standard,15.49,
CUST_000812,subscribe,2025-06-13,basic,9.99,
CUST_000813,subscribe,2024-07-07,basic,9.99,
CUST_000813,downgrade,2024-10-06,basic,9.99,
CUST_000814,subscribe,2026-02-22,premium,22.99,
CUST_000815,subscribe,2025-07-09,standard,15.49,
CUST_000816,subscribe,2026-03-05,premium,22.99,
CUST_000817,subscribe,2026-02-26,standard,15.49,
CUST_000818,subscribe,2025-08-07,standard,15.49,
CUST_000819,subscribe,2025-08-15,basic,9.99,
CUST_000819,downgrade,2025-12-27,basic,9.99,
CUST_000820,subscribe,2024-04-22,basic,9.99,
CUST_000821,subscribe,2025-05-13,standard,15.49,
CUST_000822,subscribe,2024-05-20,premium,22.99,
CUST_000823,subscribe,2024-05-11,premium,22.99,
CUST_000824,subscribe,2024-05-04,basic,9.99,
CUST_000825,subscribe,2025-06-29,standard,15.49,
CUST_000826,subscribe,2025-02-05,basic,9.99,
CUST_000827,subscribe,2025-01-19,basic,9.99,
CUST_000827,upgrade,2025-06-23,premium,22.99,
CUST_000828,subscribe,2025-10-20,standard,15.49,
CUST_000829,subscribe,2026-03-20,standard,15.49,
CUST_000830,subscribe,2026-02-08,standard,15.49,
CUST_000831,subscribe,2024-06-06,standard,15.49,
CUST_000831,upgrade,2024-10-13,premium,22.99,
CUST_000831,cancel,2025-01-27,standard,0.0,technical_issues
CUST_000832,subscribe,2026-02-09,standard,15.49,
CUST_000833,subscribe,2024-06-03,premium,22.99,
CUST_000834,subscribe,2026-02-17,basic,9.99,
CUST_000834,cancel,2026-11-06,basic,0.0,personal_reasons
CUST_000835,subscribe,2025-10-08,standard,15.49,
CUST_000836,subscribe,2024-06-20,standard,15.49,
CUST_000837,subscribe,2024-05-18,basic,9.99,
CUST_000837,upgrade,2024-08-09,standard,15.49,
CUST_000838,subscribe,2026-01-05,premium,22.99,
CUST_000838,downgrade,2026-05-18,standard,15.49,
CUST_000839,subscribe,2025-04-09,standard,15.49,
CUST_000839,upgrade,2025-07-22,premium,22.99,
CUST_000840,subscribe,2025-05-09,standard,15.49,
CUST_000840,cancel,2026-04-30,standard,0.0,technical_issues
CUST_000841,subscribe,2026-02-21,premium,22.99,
CUST_000842,subscribe,2024-09-02,basic,9.99,
CUST_000843,subscribe,2026-01-19,premium,22.99,
CUST_000843,downgrade,2026-04-21,premium,22.99,
CUST_000844,subscribe,2024-10-21,premium,22.99,
CUST_000845,subscribe,2024-10-22,premium,22.99,
CUST_000845,downgrade,2024-11-26,premium,22.99,
CUST_000846,subscribe,2025-01-02,standard,15.49,
CUST_000847,subscribe,2025-11-24,basic,9.99,
CUST_000848,subscribe,2024-12-13,premium,22.99,
CUST_000849,subscribe,2025-10-26,standard,15.49,
CUST_000850,subscribe,2025-11-23,standard,15.49,
CUST_000851,subscribe,2025-07-10,premium,22.99,
CUST_000852,subscribe,2024-12-17,basic,9.99,
CUST_000852,upgrade,2025-04-15,standard,15.49,
CUST_000853,subscribe,2024-07-29,premium,22.99,
CUST_000853,downgrade,2024-11-02,standard,15.49,
CUST_000854,subscribe,2025-01-31,standard,15.49,
CUST_000855,subscribe,2024-08-05,standard,15.49,
CUST_000855,upgrade,2025-01-14,premium,22.99,
CUST_000856,subscribe,2024-11-06,premium,22.99,
CUST_000857,subscribe,2026-01-14,standard,15.49,
CUST_000858,subscribe,2025-03-12,basic,9.99,
CUST_000859,subscribe,2024-05-26,premium,22.99,
CUST_000860,subscribe,2025-07-26,premium,22.99,
CUST_000861,subscribe,2025-04-25,basic,9.99,
CUST_000862,subscribe,2024-12-07,premium,22.99,
CUST_000862,downgrade,2025-01-29,basic,9.99,
CUST_000863,subscribe,2024-11-14,premium,22.99,
CUST_000864,subscribe,2024-05-29,standard,15.49,
CUST_000865,subscribe,2025-09-26,standard,15.49,
CUST_000865,upgrade,2025-12-30,premium,22.99,
CUST_000866,subscribe,2025-12-12,premium,22.99,
CUST_000867,subscribe,2026-03-11,premium,22.99,
CUST_000867,downgrade,2026-06-20,standard,15.49,
CUST_000868,subscribe,2025-10-12,standard,15.49,
CUST_000869,subscribe,2026-03-02,basic,9.99,
CUST_000869,upgrade,2026-06-19,standard,15.49,
CUST_000869,cancel,2026-06-26,basic,0.0,not_enough_content
CUST_000870,subscribe,2024-08-03,premium,22.99,
CUST_000871,subscribe,2024-11-02,standard,15.49,
CUST_000871,downgrade,2024-12-15,basic,9.99,
CUST_000872,subscribe,2024-07-30,standard,15.49,
CUST_000873,subscribe,2025-08-14,standard,15.49,
CUST_000874,subscribe,2024-08-01,premium,22.99,
CUST_000875,subscribe,2024-09-12,basic,9.99,
CUST_000876,subscribe,2025-10-31,standard,15.49,
CUST_000877,subscribe,2024-10-19,standard,15.49,
CUST_000877,downgrade,2025-03-06,standard,15.49,
CUST_000878,subscribe,2024-09-15,premium,22.99,
CUST_000879,subscribe,2024-06-10,premium,22.99,
CUST_000879,downgrade,2024-07-29,basic,9.99,
CUST_000880,subscribe,2025-06-15,premium,22.99,
CUST_000880,downgrade,2025-09-21,basic,9.99,
CUST_000881,subscribe,2025-03-30,premium,22.99,
CUST_000882,subscribe,2025-07-09,standard,15.49,
CUST_000882,downgrade,2025-12-04,basic,9.99,
CUST_000883,subscribe,2025-06-13,basic,9.99,
CUST_000884,subscribe,2025-06-11,premium,22.99,
CUST_000885,subscribe,2024-12-19,basic,9.99,
CUST_000885,upgrade,2025-03-06,premium,22.99,
CUST_000886,subscribe,2026-02-25,standard,15.49,
CUST_000886,downgrade,2026-06-18,basic,9.99,
CUST_000886,cancel,2026-12-01,standard,0.0,not_enough_content
CUST_000887,subscribe,2026-03-30,basic,9.99,
CUST_000888,subscribe,2024-10-09,standard,15.49,
CUST_000889,subscribe,2025-02-24,premium,22.99,
CUST_000889,downgrade,2025-04-09,premium,22.99,
CUST_000890,subscribe,2025-05-22,premium,22.99,
CUST_000891,subscribe,2025-06-09,standard,15.49,
CUST_000891,downgrade,2025-08-17,standard,15.49,
CUST_000892,subscribe,2024-10-03,standard,15.49,
CUST_000893,subscribe,2025-08-22,standard,15.49,
CUST_000893,upgrade,2025-12-24,premium,22.99,
CUST_000894,subscribe,2026-02-15,premium,22.99,
CUST_000895,subscribe,2025-02-11,premium,22.99,
CUST_000895,downgrade,2025-07-07,basic,9.99,
CUST_000896,subscribe,2025-10-17,standard,15.49,
CUST_000896,downgrade,2026-01-18,basic,9.99,
CUST_000897,subscribe,2024-05-07,standard,15.49,
CUST_000897,upgrade,2024-06-16,premium,22.99,
CUST_000898,subscribe,2024-06-11,standard,15.49,
CUST_000898,downgrade,2024-08-14,standard,15.49,
CUST_000899,subscribe,2025-05-31,premium,22.99,
CUST_000899,downgrade,2025-11-12,standard,15.49,
CUST_000900,subscribe,2025-06-16,premium,22.99,
CUST_000901,subscribe,2024-12-25,basic,9.99,
CUST_000902,subscribe,2024-11-17,basic,9.99,
CUST_000903,subscribe,2025-05-12,standard,15.49,
CUST_000904,subscribe,2025-12-25,basic,9.99,
CUST_000905,subscribe,2025-06-26,premium,22.99,
CUST_000906,subscribe,2025-04-05,standard,15.49,
CUST_000907,subscribe,2025-05-11,standard,15.49,
CUST_000908,subscribe,2024-09-17,standard,15.49,
CUST_000909,subscribe,2025-03-31,premium,22.99,
CUST_000910,subscribe,2025-06-19,standard,15.49,
CUST_000911,subscribe,2026-02-25,basic,9.99,
CUST_000912,subscribe,2026-04-02,standard,15.49,
CUST_000913,subscribe,2024-06-24,premium,22.99,
CUST_000914,subscribe,2026-02-19,basic,9.99,
CUST_000914,cancel,2026-09-04,basic,0.0,personal_reasons
CUST_000915,subscribe,2026-03-08,premium,22.99,
CUST_000916,subscribe,2026-03-25,standard,15.49,
CUST_000916,downgrade,2026-06-15,basic,9.99,
CUST_000917,subscribe,2024-07-06,standard,15.49,
CUST_000917,downgrade,2024-10-20,standard,15.49,
CUST_000918,subscribe,2025-06-16,standard,15.49,
CUST_000918,downgrade,2025-10-21,standard,15.49,
CUST_000919,subscribe,2025-09-29,basic,9.99,
CUST_000920,subscribe,2024-05-08,standard,15.49,
CUST_000921,subscribe,2024-04-20,basic,9.99,
CUST_000922,subscribe,2024-11-14,standard,15.49,
CUST_000922,downgrade,2025-02-07,basic,9.99,
CUST_000923,subscribe,2024-11-07,standard,15.49,
CUST_000924,subscribe,2024-05-14,basic,9.99,
CUST_000925,subscribe,2025-10-17,premium,22.99,
CUST_000925,downgrade,2025-12-21,premium,22.99,
CUST_000925,cancel,2026-10-13,premium,0.0,switching_competitor
CUST_000926,subscribe,2026-01-07,basic,9.99,
CUST_000927,subscribe,2025-10-26,basic,9.99,
CUST_000927,downgrade,2026-03-17,basic,9.99,
CUST_000927,cancel,2026-10-07,basic,0.0,switching_competitor
CUST_000928,subscribe,2025-07-04,standard,15.49,
CUST_000929,subscribe,2026-01-02,standard,15.49,
CUST_000930,subscribe,2024-06-16,basic,9.99,
CUST_000931,subscribe,2025-03-26,standard,15.49,
CUST_000932,subscribe,2025-07-19,basic,9.99,
CUST_000932,cancel,2026-07-10,basic,0.0,technical_issues
CUST_000933,subscribe,2026-01-10,standard,15.49,
CUST_000934,subscribe,2025-06-06,standard,15.49,
CUST_000934,downgrade,2025-07-31,basic,9.99,
CUST_000935,subscribe,2025-09-08,premium,22.99,
CUST_000935,downgrade,2026-01-05,basic,9.99,
CUST_000935,cancel,2026-01-10,premium,0.0,technical_issues
CUST_000936,subscribe,2024-07-09,premium,22.99,
CUST_000937,subscribe,2025-09-02,standard,15.49,
CUST_000938,subscribe,2025-09-26,basic,9.99,
CUST_000939,subscribe,2026-03-06,standard,15.49,
CUST_000939,downgrade,2026-07-04,standard,15.49,
CUST_000940,subscribe,2025-04-29,standard,15.49,
CUST_000941,subscribe,2025-11-18,standard,15.49,
CUST_000942,subscribe,2024-06-24,premium,22.99,
CUST_000942,downgrade,2024-08-10,standard,15.49,
CUST_000942,cancel,2025-02-27,premium,0.0,switching_competitor
CUST_000943,subscribe,2024-09-01,basic,9.99,
CUST_000943,cancel,2024-12-04,basic,0.0,switching_competitor
CUST_000944,subscribe,2025-01-12,standard,15.49,
CUST_000945,subscribe,2025-02-05,basic,9.99,
CUST_000945,downgrade,2025-04-13,basic,9.99,
CUST_000946,subscribe,2025-08-16,premium,22.99,
CUST_000947,subscribe,2025-01-08,premium,22.99,
CUST_000948,subscribe,2025-06-02,premium,22.99,
CUST_000948,downgrade,2025-08-26,premium,22.99,
CUST_000949,subscribe,2025-04-25,premium,22.99,
CUST_000950,subscribe,2024-10-22,standard,15.49,
CUST_000951,subscribe,2026-03-27,basic,9.99,
CUST_000951,cancel,2026-11-12,basic,0.0,switching_competitor
CUST_000952,subscribe,2025-04-09,standard,15.49,
CUST_000953,subscribe,2024-09-25,basic,9.99,
CUST_000954,subscribe,2026-02-09,premium,22.99,
CUST_000954,cancel,2026-07-07,premium,0.0,switching_competitor
CUST_000955,subscribe,2025-04-04,basic,9.99,
CUST_000956,subscribe,2024-05-17,standard,15.49,
CUST_000956,cancel,2025-02-20,standard,0.0,personal_reasons
CUST_000957,subscribe,2024-11-23,premium,22.99,
CUST_000957,downgrade,2025-04-26,standard,15.49,
CUST_000957,cancel,2025-09-02,premium,0.0,technical_issues
CUST_000958,subscribe,2025-09-25,basic,9.99,
CUST_000959,subscribe,2024-10-20,standard,15.49,
CUST_000959,upgrade,2025-04-12,premium,22.99,
CUST_000960,subscribe,2025-11-30,premium,22.99,
CUST_000961,subscribe,2026-02-11,premium,22.99,
CUST_000962,subscribe,2024-06-27,premium,22.99,
CUST_000962,downgrade,2024-10-19,standard,15.49,
CUST_000963,subscribe,2024-04-28,standard,15.49,
CUST_000964,subscribe,2024-04-25,basic,9.99,
CUST_000965,subscribe,2024-11-12,basic,9.99,
CUST_000966,subscribe,2024-06-16,standard,15.49,
CUST_000966,downgrade,2024-09-04,basic,9.99,
CUST_000967,subscribe,2026-03-25,premium,22.99,
CUST_000967,downgrade,2026-07-03,standard,15.49,
CUST_000968,subscribe,2024-08-13,premium,22.99,
CUST_000969,subscribe,2025-06-08,premium,22.99,
CUST_000969,downgrade,2025-07-11,standard,15.49,
CUST_000970,subscribe,2025-07-06,standard,15.49,
CUST_000971,subscribe,2024-08-02,standard,15.49,
CUST_000971,upgrade,2024-10-20,premium,22.99,
CUST_000972,subscribe,2025-05-11,standard,15.49,
CUST_000973,subscribe,2024-04-16,basic,9.99,
CUST_000973,cancel,2025-02-12,basic,0.0,not_enough_content
CUST_000974,subscribe,2025-12-23,basic,9.99,
CUST_000975,subscribe,2024-06-25,premium,22.99,
CUST_000976,subscribe,2024-08-01,standard,15.49,
CUST_000977,subscribe,2025-05-13,standard,15.49,
CUST_000977,downgrade,2025-07-23,basic,9.99,
CUST_000978,subscribe,2025-01-15,premium,22.99,
CUST_000979,subscribe,2026-02-15,standard,15.49,
CUST_000979,downgrade,2026-04-02,standard,15.49,
CUST_000980,subscribe,2026-04-02,premium,22.99,
CUST_000980,downgrade,2026-09-05,basic,9.99,
CUST_000981,subscribe,2025-04-17,premium,22.99,
CUST_000981,downgrade,2025-09-11,premium,22.99,
CUST_000982,subscribe,2024-10-14,standard,15.49,
CUST_000983,subscribe,2025-02-28,basic,9.99,
CUST_000983,cancel,2025-06-13,basic,0.0,switching_competitor
CUST_000984,subscribe,2024-05-11,basic,9.99,
CUST_000985,subscribe,2024-12-01,premium,22.99,
CUST_000986,subscribe,2025-11-19,standard,15.49,
CUST_000986,upgrade,2026-05-08,premium,22.99,
CUST_000987,subscribe,2025-05-28,premium,22.99,
CUST_000987,cancel,2025-07-29,premium,0.0,switching_competitor
CUST_000988,subscribe,2025-07-15,premium,22.99,
CUST_000989,subscribe,2024-09-05,premium,22.99,
CUST_000990,subscribe,2025-02-23,standard,15.49,
CUST_000990,upgrade,2025-08-22,premium,22.99,
CUST_000991,subscribe,2025-12-24,premium,22.99,
CUST_000992,subscribe,2024-09-15,premium,22.99,
CUST_000992,downgrade,2024-12-16,premium,22.99,
CUST_000993,subscribe,2025-10-23,premium,22.99,
CUST_000993,downgrade,2026-03-13,basic,9.99,
CUST_000993,cancel,2025-11-28,premium,0.0,technical_issues
CUST_000994,subscribe,2024-08-30,standard,15.49,
CUST_000994,upgrade,2024-12-14,premium,22.99,
CUST_000995,subscribe,2024-11-06,premium,22.99,
CUST_000996,subscribe,2024-06-04,basic,9.99,
CUST_000997,subscribe,2024-05-31,premium,22.99,
CUST_000997,cancel,2024-12-25,premium,0.0,personal_reasons
CUST_000998,subscribe,2026-04-06,premium,22.99,
CUST_000999,subscribe,2025-03-08,premium,22.99,
