content_id,tmdb_id,title,content_type,genres,primary_genre,release_date,vote_average,vote_count,popularity,original_language,overview,runtime_minutes
TMDB_M_228150,228150,Fury,movie,War|Drama|Action,War,2014-10-15,7.543,12833,16.3143,en,"April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened army sergeant named Wardaddy commands a Sherman tank and her five-man crew on a deadly mission behind enemy ",120
TMDB_M_412117,412117,The Secret Life of Pets 2,movie,Family|Comedy|Adventure|Animation,Family,2019-05-24,6.949,3295,16.286,en,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intoler",87
TMDB_M_396535,396535,Train to Busan,movie,Horror|Thriller|Action|Adventure,Horror,2016-07-20,7.749,8271,16.2596,ko,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",86
TMDB_M_198663,198663,The Maze Runner,movie,Action|Mystery|Science Fiction|Thriller,Action,2014-09-10,7.189,17983,16.2573,en,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society,",154
TMDB_M_1367642,1367642,Reminders of Him,movie,Romance|Drama,Romance,2026-03-11,7.063,87,16.2516,en,"When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local b",141
TMDB_M_4232,4232,Scream,movie,Crime|Horror|Mystery,Crime,1996-12-20,7.43,7843,16.186,en,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",144
TMDB_M_1357633,1357633,Solo Leveling -ReAwakening-,movie,Action|Adventure|Fantasy|Animation,Action,2024-11-26,7.119,264,16.1787,ja,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only o",147
TMDB_M_628847,628847,Trap House,movie,Action|Crime|Thriller,Action,2025-11-14,6.566,251,16.104,en,"An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves – their own rebellious teenagers, who have begun robbing from a dangerous c",100
TMDB_M_1022787,1022787,Elio,movie,Animation|Family|Science Fiction|Adventure|Comedy,Animation,2025-06-18,6.925,930,16.076,en,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and",87
TMDB_M_246,246,Zatoichi,movie,Adventure|Drama|Action,Adventure,2003-09-06,7.241,947,16.068,ja,"Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople",145
TMDB_M_346364,346364,It,movie,Horror|Thriller|Drama,Horror,2017-09-06,7.239,20202,16.0175,en,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",90
TMDB_M_1403327,1403327,Coartadas,movie,Comedy|Romance,Comedy,2025-11-28,5.7,18,16.0093,es,Follows the founder of a company who offers alibis to customers who are dishonest or disloyal.,103
TMDB_M_59,59,A History of Violence,movie,Drama|Thriller|Crime,Drama,2005-09-23,7.165,3671,15.9942,en,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,88
TMDB_M_1381027,1381027,Good Boy,movie,Thriller|Drama|Mystery,Thriller,2026-03-06,7.326,66,15.931,en,"Tommy, a volatile 19-year-old, revels in drugs, parties and violence. After getting separated from his friends on a drunken bender, he is abducted by a shadowy figure. He wakes to find himself impriso",156
TMDB_M_128,128,Princess Mononoke,movie,Adventure|Fantasy|Animation,Adventure,1997-07-12,8.325,8891,15.9089,ja,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to p",88
TMDB_M_259694,259694,How to Be Single,movie,Comedy|Romance,Comedy,2016-02-08,6.255,3339,15.9075,en,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evo",166
TMDB_M_4247,4247,Scary Movie,movie,Comedy,Comedy,2000-07-07,6.39,7659,15.8875,en,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite sca",110
TMDB_M_479197,479197,Melody Makers,movie,Music|Documentary,Music,2019-12-17,4.8,4,15.874,en,"Melody Maker Magazine's Chief Contributing Photographer(1965-1975), Barrie Wentzell tells the story of the rise and fall of the magazine, which marked the end to a style of rock n' roll journalism tha",131
TMDB_M_12153,12153,White Chicks,movie,Comedy|Crime,Comedy,2004-06-23,6.931,4451,15.8709,en,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disf",95
TMDB_M_694,694,The Shining,movie,Horror|Thriller,Horror,1980-05-23,8.205,18767,15.8288,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prep",152
TMDB_M_786892,786892,Furiosa: A Mad Max Saga,movie,Action|Science Fiction|Adventure,Action,2024-05-22,7.453,4764,14.232,en,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the",111
TMDB_M_73861,73861,A Serbian Film,movie,Crime|Horror|Thriller,Crime,2010-01-06,5.434,2190,15.5527,sr,"Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must part",154
TMDB_M_290098,290098,The Handmaiden,movie,Thriller|Drama|Romance,Thriller,2016-06-01,8.189,4255,16.9223,ko,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineer",156
TMDB_M_62,62,2001: A Space Odyssey,movie,Science Fiction|Mystery|Adventure,Science Fiction,1968-04-02,8.054,12468,15.1343,en,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",85
TMDB_M_641284,641284,Carnal Excitation,movie,,Unknown,1978-03-22,2.0,3,14.9283,fr,"A couple prepares to welcome a friend and his new fiancée, but when an unexpected guest arrives ahead of them, a case of mistaken identity sets everything in motion. As assumptions blur and boundaries",159
TMDB_M_637649,637649,Wrath of Man,movie,Thriller|Crime|Drama,Thriller,2021-04-22,7.581,6014,18.357,en,A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where,90
TMDB_M_346364,346364,It,movie,Horror|Thriller|Drama,Horror,2017-09-06,7.2,20203,16.0175,en,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",133
TMDB_M_214756,214756,Ted 2,movie,Comedy|Fantasy,Comedy,2015-06-25,6.316,7918,15.4471,en,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",164
TMDB_M_447273,447273,Snow White,movie,Family|Fantasy,Family,2025-03-19,4.3,1600,14.7116,en,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's i",154
TMDB_M_20352,20352,Despicable Me,movie,Family|Comedy|Animation|Science Fiction|Crime,Family,2010-07-08,7.257,15964,14.42,en,"Gru is a supervillain determined to prove he’s the greatest by stealing the Moon. To pull off his plan, he adopts three orphaned girls—Margo, Edith, and Agnes—intending to use them as part of his sche",152
TMDB_M_1267319,1267319,Mantis,movie,Action|Crime|Thriller,Action,2025-09-25,6.312,157,15.0804,ko,"The secret society of contract killers falls into chaos, unleashing a new breed of assassins. With old rules in ruins, who dares claim the shadows?",146
TMDB_M_1284120,1284120,The Ugly Stepsister,movie,Horror|Comedy|Drama,Horror,2025-03-07,7.295,1075,14.1647,no,"In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, and she will go to any length to catch the prince’s eye.",120
TMDB_M_12153,12153,White Chicks,movie,Comedy|Crime,Comedy,2004-06-23,6.931,4451,15.8709,en,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disf",113
TMDB_M_68718,68718,Django Unchained,movie,Drama|Western,Drama,2012-12-25,8.19,27814,13.8904,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",106
TMDB_M_313369,313369,La La Land,movie,Comedy|Drama|Romance,Comedy,2016-12-01,7.898,17972,15.6844,en,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced w",165
TMDB_M_1652947,1652947,Tuklas,movie,Drama,Drama,2026-03-20,7.0,2,12.8,tl,"The first Bisaya VMX Original stars true-blooded Bisaya Skye Gonzaga. When IT officer Chris Alvarado uncovers a financial scandal at work, he faces a moral dilemma: exposing the truth or giving in to ",171
TMDB_M_1058710,1058710,Bloodline Killer,movie,Horror|Thriller,Horror,2024-04-26,5.9,52,13.1913,en,Moira Cole endeavors to rebuild her shattered life after her family's murder at the hands of her deranged and obsessed cousin.,120
TMDB_M_1307373,1307373,Wasteman,movie,Thriller|Crime|Drama,Thriller,2026-02-20,7.727,11,14.9776,en,"Taylor's hopes for a fresh start post-parole are jeopardised by cellmate Dee's arrival. As Dee takes Taylor under his wing, a vicious attack tests their bond, forcing Taylor to choose between protecti",110
TMDB_M_604079,604079,The Long Walk,movie,Science Fiction|Thriller|Horror,Science Fiction,2025-09-10,6.925,1308,14.5983,en,"In a dystopian 1970s America, fifty teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains.",113
TMDB_M_539,539,Psycho,movie,Horror|Thriller|Mystery,Horror,1960-06-22,8.416,10905,16.3703,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his ho",130
TMDB_M_1100988,1100988,28 Years Later,movie,Horror|Thriller|Science Fiction,Horror,2025-06-18,6.607,2394,15.3013,en,"Twenty-eight years after the Rage virus outbreak, a heavily-defended island survives connected to the mainland by a single causeway. When one of the group leaves the island into the dark heart of the ",96
TMDB_M_315162,315162,Puss in Boots: The Last Wish,movie,Animation|Adventure|Fantasy|Comedy|Family,Animation,2022-12-07,8.201,8720,15.522,en,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find ",165
TMDB_M_1430,1430,Bowling for Columbine,movie,Documentary|Drama,Documentary,2002-10-09,7.512,1677,14.88,en,"This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected U",162
TMDB_M_812,812,Aladdin,movie,Animation|Family|Adventure|Fantasy|Romance,Animation,1992-11-25,7.653,11932,15.6197,en,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp ",118
TMDB_M_694,694,The Shining,movie,Horror|Thriller,Horror,1980-05-23,8.205,18767,15.8288,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prep",138
TMDB_M_857,857,Saving Private Ryan,movie,War|Drama|History,War,1998-07-24,8.223,17043,15.4029,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating",120
TMDB_M_479197,479197,Melody Makers,movie,Music|Documentary,Music,2019-12-17,4.8,4,15.874,en,"Melody Maker Magazine's Chief Contributing Photographer(1965-1975), Barrie Wentzell tells the story of the rise and fall of the magazine, which marked the end to a style of rock n' roll journalism tha",176
TMDB_M_1291335,1291335,Solo Mio,movie,Romance|Comedy,Romance,2026-02-05,7.12,108,14.8228,en,"After Matt's dreams of a picturesque Italian wedding are shattered when his fiancée leaves him at the altar, he embarks on his planned honeymoon across Italy alone, immersing himself in the country's ",89
TMDB_M_10474,10474,The Basketball Diaries,movie,Drama|Crime,Drama,1995-04-21,7.398,2175,10.3155,en,A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.,81
TMDB_M_1124,1124,The Prestige,movie,Drama|Mystery|Science Fiction,Drama,2006-10-17,8.207,17408,16.8518,en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",138
TMDB_M_49051,49051,The Hobbit: An Unexpected Journey,movie,Adventure|Fantasy|Action,Adventure,2012-12-12,7.37,19493,15.6491,en,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",159
TMDB_M_284054,284054,Black Panther,movie,Action|Adventure|Science Fiction,Action,2018-02-13,7.362,23340,14.5309,en,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne ",152
TMDB_M_949,949,Heat,movie,Crime|Drama|Action,Crime,1995-12-15,7.931,8223,16.3967,en,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and r,92
TMDB_M_863,863,Toy Story 2,movie,Animation|Comedy|Family,Animation,1999-10-30,7.604,14780,14.7108,en,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys ",89
TMDB_M_11324,11324,Shutter Island,movie,Drama|Thriller|Mystery,Drama,2010-02-14,8.199,25636,14.5365,en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a",148
TMDB_M_272,272,Batman Begins,movie,Drama|Crime|Action,Drama,2005-06-10,7.722,22428,13.7962,en,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new",107
TMDB_M_259694,259694,How to Be Single,movie,Comedy|Romance,Comedy,2016-02-08,6.255,3339,15.9075,en,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evo",144
TMDB_M_181812,181812,Star Wars: The Rise of Skywalker,movie,Adventure|Action|Science Fiction,Adventure,2019-12-18,6.272,10734,14.9289,en,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",113
TMDB_M_436969,436969,The Suicide Squad,movie,Action|Comedy|Adventure,Action,2021-07-28,7.463,9486,13.9959,en,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infu",96
TMDB_M_396535,396535,Train to Busan,movie,Horror|Thriller|Action|Adventure,Horror,2016-07-20,7.749,8271,16.2596,ko,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",124
TMDB_M_447273,447273,Snow White,movie,Family|Fantasy,Family,2025-03-19,4.3,1600,14.7116,en,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's i",88
TMDB_M_863,863,Toy Story 2,movie,Animation|Comedy|Family,Animation,1999-10-30,7.604,14781,14.7108,en,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys ",111
TMDB_M_19404,19404,Dilwale Dulhania Le Jayenge,movie,Comedy|Drama|Romance,Comedy,1995-10-20,8.515,4572,14.7089,hi,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran ha",127
TMDB_M_381288,381288,Split,movie,Horror|Thriller,Horror,2017-01-19,7.342,18225,14.6689,en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct thre",116
TMDB_M_1865,1865,Pirates of the Caribbean: On Stranger Tides,movie,Adventure|Action|Fantasy,Adventure,2011-05-15,6.565,14846,14.6641,en,"When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth.",100
TMDB_M_1242501,1242501,Icefall,movie,Action|Crime|Thriller,Action,2025-10-16,6.4,148,14.6511,en,A young Indigenous game warden arrests an infamous poacher only to discover that the poacher knows the location of a plane carrying millions of dollars that has crashed in a frozen lake. When a group ,136
TMDB_M_1310568,1310568,Murder at the Embassy,movie,Mystery|Thriller|Action,Mystery,2025-11-14,5.9,40,14.604,en,"1934. Private detective Miranda Green investigates a murder perpetrated in the British Embassy in Cairo, where a top secret document was stolen, risking to jeopardize both Buckingham Palace and the pe",149
TMDB_M_604079,604079,The Long Walk,movie,Science Fiction|Thriller|Horror,Science Fiction,2025-09-10,6.925,1308,14.5983,en,"In a dystopian 1970s America, fifty teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains.",170
TMDB_M_11324,11324,Shutter Island,movie,Drama|Thriller|Mystery,Drama,2010-02-14,8.199,25637,14.5365,en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a",118
TMDB_M_284054,284054,Black Panther,movie,Action|Adventure|Science Fiction,Action,2018-02-13,7.362,23341,14.5309,en,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne ",158
TMDB_M_20352,20352,Despicable Me,movie,Family|Comedy|Animation|Science Fiction|Crime,Family,2010-07-08,7.257,15964,14.42,en,"Gru is a supervillain determined to prove he’s the greatest by stealing the Moon. To pull off his plan, he adopts three orphaned girls—Margo, Edith, and Agnes—intending to use them as part of his sche",163
TMDB_M_24,24,Kill Bill: Vol. 1,movie,Action|Crime,Action,2003-10-10,8.0,18760,14.3964,en,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",147
TMDB_M_1064213,1064213,Anora,movie,Drama|Comedy|Romance,Drama,2024-10-14,7.1,3074,14.3936,en,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his p",81
TMDB_M_967,967,Spartacus,movie,History|War|Drama|Adventure,History,1960-10-13,7.535,2359,14.3209,en,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other",165
TMDB_M_545611,545611,Everything Everywhere All at Once,movie,Action|Adventure|Science Fiction,Action,2022-03-24,7.7,7823,14.3136,en,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",150
TMDB_M_207,207,Dead Poets Society,movie,Drama,Drama,1989-06-02,8.3,12448,14.256,en,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of ",118
TMDB_M_539972,539972,Kraven the Hunter,movie,Action|Adventure|Thriller,Action,2024-12-11,6.431,2277,14.2385,en,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter ",164
TMDB_M_786892,786892,Furiosa: A Mad Max Saga,movie,Action|Science Fiction|Adventure,Action,2024-05-22,7.453,4764,14.232,en,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the",93
TMDB_M_43347,43347,Love & Other Drugs,movie,Drama|Comedy|Romance,Drama,2010-11-22,7.037,5539,14.2098,en,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and ",97
TMDB_M_701387,701387,Bugonia,movie,Science Fiction|Thriller|Comedy,Science Fiction,2025-10-23,7.359,1754,14.1922,en,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",113
TMDB_M_18988,18988,The Lion in Winter,movie,Drama|History,Drama,1968-08-20,7.389,396,13.2011,en,"Henry II and his estranged queen, Eleanor of Aquitaine, battle over the choice of an heir.",94
TMDB_M_1119878,1119878,Ice Road: Vengeance,movie,Action|Thriller|Drama,Action,2025-06-27,6.254,599,13.7769,en,"Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the",93
TMDB_M_701387,701387,Bugonia,movie,Science Fiction|Thriller|Comedy,Science Fiction,2025-10-23,7.361,1753,14.1922,en,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",175
TMDB_M_285,285,Pirates of the Caribbean: At World's End,movie,Adventure|Fantasy|Action,Adventure,2007-05-19,7.266,15334,13.4163,en,"After losing Captain Jack Sparrow to the locker of Davy Jones, Will Turner, Elizabeth Swann, and Captain Barbossa journey to the ends of the earth to rescue him. And as the East India Trading Company ",150
TMDB_M_976573,976573,Elemental,movie,Animation|Family|Romance|Fantasy|Comedy,Animation,2023-06-14,7.577,5228,13.4353,en,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",99
TMDB_M_1600672,1600672,EVANGELION 30th Anniversary Special Screening,movie,Animation|Science Fiction|Comedy,Animation,2026-02-21,8.0,5,14.0058,ja,A short film celebrating the 30th anniversary of Neon Genesis Evangelion starring both the classic and Rebuild iterations of Asuka. The short comedically explores alternate timelines.,114
TMDB_M_337339,337339,The Fate of the Furious,movie,Action|Crime|Thriller,Action,2017-04-12,6.9,10758,14.8929,en,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",116
TMDB_M_138843,138843,The Conjuring,movie,Horror|Thriller,Horror,2013-07-18,7.537,12603,13.6247,en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the ",157
TMDB_M_10193,10193,Toy Story 3,movie,Animation|Family|Comedy,Animation,2010-06-16,7.804,15607,15.0695,en,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must b",106
TMDB_M_934433,934433,Scream VI,movie,Horror|Thriller|Crime,Horror,2023-03-08,6.955,3120,13.3856,en,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",171
TMDB_M_453395,453395,Doctor Strange in the Multiverse of Madness,movie,Fantasy|Action|Adventure,Fantasy,2022-05-04,7.225,10192,13.7289,en,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",123
TMDB_M_1072699,1072699,Inside Furioza,movie,Action|Crime|Thriller,Action,2025-10-14,6.522,93,13.1722,pl,"In the wake of murder, new Furioza leader Golden claims the reins of his violent and formidable hooligan gang and takes on a new focus across borders.",106
TMDB_M_545611,545611,Everything Everywhere All at Once,movie,Action|Adventure|Science Fiction,Action,2022-03-24,7.7,7823,14.3136,en,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",167
TMDB_M_490132,490132,Green Book,movie,Drama|Comedy|History,Drama,2018-11-16,8.223,12735,15.5499,en,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segr",161
TMDB_M_77338,77338,The Intouchables,movie,Drama|Comedy,Drama,2011-11-02,8.269,18279,13.0394,fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,113
TMDB_M_106,106,Predator,movie,Science Fiction|Action|Adventure|Thriller,Science Fiction,1987-06-12,7.545,8972,14.0894,en,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,144
TMDB_M_562,562,Die Hard,movie,Action|Thriller,Action,1988-07-15,7.808,12161,13.284,en,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office's Christmas Party, the entire building is overtaken by a gro",142
TMDB_M_419430,419430,Get Out,movie,Mystery|Thriller|Horror,Mystery,2017-02-24,7.622,18733,11.8634,en,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interr",112
TMDB_M_86501,86501,Superchick,movie,Action|Thriller,Action,1973-09-01,3.2,16,13.4171,en,"Tara B. True is a flight attendant who makes a weekly swing through New York, Miami, and Los Angeles. In each city, she has a man: Edward, older and wealthy; Johnny, a beach bum with gambling debts; a",86
TMDB_M_539972,539972,Kraven the Hunter,movie,Action|Adventure|Thriller,Action,2024-12-11,6.43,2276,14.2385,en,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter ",91
TMDB_M_8358,8358,Cast Away,movie,Adventure|Drama,Adventure,2000-12-22,7.661,12165,12.9673,en,"Chuck Noland, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's t",161
TMDB_M_389677,389677,Blind Vaysha,movie,Animation|Fantasy|Drama,Animation,2016-02-15,7.1,68,10.7076,en,"From the moment she was born, Vaysha was a very special girl. With her left eye she can only see into the past, and with her right she can only see the future. The past is familiar and safe, the futur",134
TMDB_M_568,568,Apollo 13,movie,Drama|History,Drama,1995-06-30,7.5,5820,13.9563,en,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of ",115
TMDB_M_985939,985939,Fall,movie,Thriller,Thriller,2022-08-11,7.1,4454,13.3389,en,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded w",85
TMDB_M_1328803,1328803,Prisoner of War,movie,Action|War|Thriller|History,Action,2025-09-19,7.126,167,13.0827,en,British RAF Wing Commander James Wright is captured by the Japanese during WWII and forced to fight in brutal hand-to-hand combat. The Japanese soldiers get more than they bargained for when Wright’s ,80
TMDB_M_269955,269955,Obsessed,movie,Drama,Drama,2014-05-14,6.6,79,13.432,ko,"A secret, passionate affair happens in the summer of 1969 between Colonel Jin Pyeong, trapped in a loveless marriage with Soo Jin, and Jong Ga Heun, the Chinese-Korean wife of Captain Kyung Woo Jin.",122
TMDB_M_679,679,Aliens,movie,Action|Thriller|Science Fiction,Action,1986-07-18,7.961,10718,14.0328,en,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met wit",178
