watch_event_id,customer_id,content_id,watch_date,watch_start_time,watch_duration_minutes,completion_percentage,device_type,session_id,is_resumed
WE_00032593,CUST_000408,TMDB_T_73586,2026-01-05,18:12:00,11,0.24,mobile,SESS_30595B9B,False
WE_00032594,CUST_000408,TMDB_M_519182,2025-09-02,21:39:00,30,0.34,mobile,SESS_62E0E21E,False
WE_00032595,CUST_000408,TMDB_T_4087,2026-04-14,21:30:00,21,0.83,mobile,SESS_D081FC1D,True
WE_00032596,CUST_000408,TMDB_T_1411,2026-02-10,10:52:00,25,0.5,mobile,SESS_18672C82,False
WE_00032597,CUST_000408,TMDB_T_63770,2025-03-24,21:20:00,13,0.42,mobile,SESS_F93EBBAD,True
WE_00032598,CUST_000408,TMDB_T_73586,2025-05-03,12:57:00,23,0.51,tablet,SESS_188F3807,False
WE_00032599,CUST_000408,TMDB_M_1381027,2025-10-09,20:37:00,121,0.78,mobile,SESS_2878E868,False
WE_00032600,CUST_000408,TMDB_M_412117,2026-02-09,16:33:00,53,0.39,mobile,SESS_8D34162F,True
WE_00032601,CUST_000408,TMDB_M_20352,2025-12-27,22:24:00,88,0.54,mobile,SESS_EF02B783,False
WE_00032602,CUST_000408,TMDB_M_28322,2025-08-15,17:58:00,42,0.44,desktop,SESS_69A58054,False
WE_00032603,CUST_000408,TMDB_M_447273,2026-01-26,23:56:00,64,0.73,mobile,SESS_C053B8D4,False
WE_00032604,CUST_000408,TMDB_T_73586,2025-03-08,12:23:00,24,0.53,mobile,SESS_B0E69247,False
WE_00032605,CUST_000408,TMDB_M_1235877,2025-12-30,09:37:00,126,0.83,mobile,SESS_9236F028,False
WE_00032606,CUST_000408,TMDB_M_950387,2025-07-24,21:04:00,90,0.84,mobile,SESS_B1B7B542,False
WE_00032607,CUST_000408,TMDB_M_20352,2025-06-12,09:36:00,129,0.85,smart_tv,SESS_B0DFD7B9,False
WE_00032608,CUST_000408,TMDB_M_1412598,2025-07-15,16:55:00,41,0.37,mobile,SESS_AB51703E,False
WE_00032609,CUST_000408,TMDB_M_1054867,2025-07-06,10:01:00,49,0.47,mobile,SESS_FA369CD1,False
WE_00032610,CUST_000408,TMDB_M_20352,2025-08-03,12:38:00,96,0.59,mobile,SESS_580FD0C8,False
WE_00032611,CUST_000408,TMDB_M_1226863,2025-05-07,08:08:00,154,0.93,mobile,SESS_6495FD6A,False
WE_00032612,CUST_000408,TMDB_M_680,2025-04-27,20:19:00,55,0.52,mobile,SESS_9DDE43BE,False
WE_00032613,CUST_000408,TMDB_T_19530,2025-02-12,07:40:00,9,0.36,desktop,SESS_F3676A37,False
WE_00032614,CUST_000408,TMDB_M_20352,2025-08-14,18:46:00,133,0.82,mobile,SESS_8CCCAEB3,False
WE_00032615,CUST_000408,TMDB_M_429,2025-06-13,08:15:00,91,0.56,gaming_console,SESS_7018FA03,False
WE_00032616,CUST_000408,TMDB_T_73586,2025-02-24,10:51:00,40,0.89,mobile,SESS_0D2A26B2,False
WE_00032617,CUST_000408,TMDB_M_20352,2026-03-07,09:39:00,80,0.53,desktop,SESS_59710F84,True
WE_00032618,CUST_000408,TMDB_M_876566,2025-09-12,22:04:00,98,0.64,mobile,SESS_544F7542,False
WE_00032619,CUST_000408,TMDB_M_82690,2025-05-16,15:03:00,163,0.99,mobile,SESS_CE477169,False
WE_00032620,CUST_000408,TMDB_T_12971,2025-05-12,07:37:00,8,0.22,mobile,SESS_A89B2CC8,False
WE_00032621,CUST_000408,TMDB_T_73586,2025-11-27,11:04:00,34,0.76,mobile,SESS_1CF8039C,False
WE_00032622,CUST_000408,TMDB_T_73586,2025-04-01,18:12:00,13,0.3,mobile,SESS_73693EC6,False
WE_00032623,CUST_000408,TMDB_M_429,2025-05-25,12:55:00,48,0.3,tablet,SESS_C5951E02,False
WE_00032624,CUST_000408,TMDB_T_73586,2025-09-26,07:38:00,44,0.96,mobile,SESS_4DAD9BBD,False
WE_00032625,CUST_000408,TMDB_M_82690,2026-01-14,16:59:00,105,0.64,mobile,SESS_01CAD913,False
WE_00032626,CUST_000408,TMDB_T_79744,2026-04-18,12:26:00,29,0.83,mobile,SESS_8E88EEC1,False
WE_00032627,CUST_000408,TMDB_M_429,2025-05-11,07:56:00,37,0.23,mobile,SESS_150218B1,False
WE_00032628,CUST_000408,TMDB_M_28322,2026-03-22,21:19:00,72,0.75,mobile,SESS_11C08C0C,True
WE_00032629,CUST_000408,TMDB_M_447273,2026-03-18,19:41:00,93,0.61,mobile,SESS_6966EEC2,False
WE_00032630,CUST_000408,TMDB_M_552524,2026-02-22,15:50:00,107,0.69,desktop,SESS_FF62236C,False
WE_00032631,CUST_000408,TMDB_M_680,2025-05-14,14:40:00,75,0.71,mobile,SESS_2405C33C,False
WE_00032632,CUST_000408,TMDB_M_1175942,2025-08-15,18:56:00,41,0.26,gaming_console,SESS_6C06FC1C,False
WE_00032633,CUST_000408,TMDB_M_290098,2025-03-16,20:54:00,35,0.23,mobile,SESS_22AF032A,False
WE_00032634,CUST_000408,TMDB_M_429,2025-12-27,10:12:00,57,0.35,gaming_console,SESS_07879108,False
WE_00032635,CUST_000408,TMDB_T_95557,2025-05-28,21:19:00,20,0.65,mobile,SESS_1BF60C6E,False
WE_00032636,CUST_000408,TMDB_T_60059,2025-12-03,08:10:00,32,0.73,mobile,SESS_DD79C4AB,False
WE_00032637,CUST_000409,TMDB_M_1290821,2025-03-19,22:59:00,25,0.22,mobile,SESS_26F2F44D,False
WE_00032638,CUST_000409,TMDB_M_479197,2025-07-11,14:29:00,139,0.79,mobile,SESS_F63A43A4,False
WE_00032639,CUST_000409,TMDB_M_479197,2025-08-25,12:41:00,55,0.42,mobile,SESS_49793F32,False
WE_00032640,CUST_000409,TMDB_M_193972,2024-12-21,16:42:00,51,0.52,mobile,SESS_857EAA97,False
WE_00032641,CUST_000409,TMDB_M_524047,2024-09-21,13:16:00,143,0.88,mobile,SESS_35E0BD49,False
WE_00032642,CUST_000409,TMDB_M_646315,2025-08-27,09:25:00,69,0.5,mobile,SESS_12DC1332,False
WE_00032643,CUST_000409,TMDB_M_1387382,2025-06-26,15:01:00,45,0.36,gaming_console,SESS_C6880773,False
WE_00032644,CUST_000409,TMDB_M_1620551,2024-10-21,16:42:00,89,0.7,desktop,SESS_4664A837,False
WE_00032645,CUST_000409,TMDB_M_193972,2024-12-22,08:21:00,86,0.54,mobile,SESS_3B61C1D9,False
WE_00032646,CUST_000409,TMDB_T_73586,2025-03-31,09:49:00,29,0.65,mobile,SESS_8CDA07AE,False
WE_00032647,CUST_000409,TMDB_T_46952,2025-12-28,21:50:00,49,0.95,mobile,SESS_0AE5F9AD,False
WE_00032648,CUST_000409,TMDB_M_941109,2025-07-06,09:17:00,44,0.33,gaming_console,SESS_2250A9AE,False
WE_00032649,CUST_000409,TMDB_T_1400,2025-02-04,17:05:00,14,0.27,mobile,SESS_F460BFC9,False
WE_00032650,CUST_000409,TMDB_T_285469,2025-07-14,19:14:00,40,0.77,mobile,SESS_17F3FFE2,False
WE_00032651,CUST_000409,TMDB_M_755898,2025-10-05,07:59:00,87,0.71,mobile,SESS_1FD77B31,True
WE_00032652,CUST_000409,TMDB_T_30981,2025-12-31,10:50:00,28,0.81,tablet,SESS_F872E796,False
WE_00032653,CUST_000409,TMDB_M_1049471,2025-10-24,17:25:00,90,0.83,mobile,SESS_FA5EA6B5,False
WE_00032654,CUST_000409,TMDB_T_195670,2026-02-04,11:47:00,46,0.98,smart_tv,SESS_808CEF2F,False
WE_00032655,CUST_000409,TMDB_M_1363123,2024-12-17,09:58:00,28,0.3,smart_tv,SESS_4A94E9EC,False
WE_00032656,CUST_000409,TMDB_M_429,2025-07-29,18:08:00,92,0.57,mobile,SESS_322C1FAC,False
WE_00032657,CUST_000409,TMDB_M_12153,2024-11-28,17:40:00,57,0.51,gaming_console,SESS_A1F297B2,False
WE_00032658,CUST_000409,TMDB_T_33238,2026-03-22,14:16:00,21,0.46,mobile,SESS_600494FF,True
WE_00032659,CUST_000409,TMDB_M_575265,2025-09-19,09:41:00,60,0.6,tablet,SESS_B241848E,False
WE_00032660,CUST_000409,TMDB_M_466272,2025-01-28,17:43:00,43,0.32,mobile,SESS_38BA9EC2,False
WE_00032661,CUST_000409,TMDB_M_1523145,2024-12-10,19:49:00,59,0.37,tablet,SESS_95CB6169,False
WE_00032662,CUST_000409,TMDB_T_289219,2025-06-20,22:51:00,16,0.32,mobile,SESS_7755186E,True
WE_00032663,CUST_000409,TMDB_M_259694,2025-01-11,23:23:00,131,0.79,smart_tv,SESS_82C68C0E,False
WE_00032664,CUST_000409,TMDB_M_1584215,2025-12-18,12:09:00,94,0.55,tablet,SESS_F1B1392C,False
WE_00032665,CUST_000409,TMDB_T_2316,2025-02-05,13:25:00,27,0.62,mobile,SESS_1BC50478,False
WE_00032666,CUST_000409,TMDB_M_1084187,2025-11-19,11:59:00,116,0.75,mobile,SESS_3C7445D7,False
WE_00032667,CUST_000409,TMDB_T_44217,2026-03-31,12:04:00,34,0.85,mobile,SESS_29E976D4,False
WE_00032668,CUST_000409,TMDB_M_264980,2025-06-24,14:45:00,88,0.6,mobile,SESS_9D87522F,False
WE_00032669,CUST_000409,TMDB_T_20111,2025-02-22,06:45:00,32,0.91,mobile,SESS_10C55A1B,False
WE_00032670,CUST_000409,TMDB_T_33238,2026-02-04,07:44:00,27,0.6,mobile,SESS_D9369308,False
WE_00032671,CUST_000409,TMDB_M_429,2026-01-10,20:29:00,78,0.48,mobile,SESS_5CCBC965,False
WE_00032672,CUST_000409,TMDB_M_37165,2024-11-11,11:39:00,35,0.41,mobile,SESS_7BAE8FF5,False
WE_00032673,CUST_000409,TMDB_T_87917,2024-12-27,14:01:00,30,0.66,mobile,SESS_B1098D5F,False
WE_00032674,CUST_000409,TMDB_M_1635276,2025-04-01,22:02:00,63,0.38,mobile,SESS_DF0413D2,False
WE_00032675,CUST_000409,TMDB_M_429,2026-01-01,21:39:00,159,0.98,mobile,SESS_DF0E8915,False
WE_00032676,CUST_000409,TMDB_M_1192548,2025-12-24,12:34:00,92,0.81,desktop,SESS_AFD70D9E,False
WE_00032677,CUST_000409,TMDB_M_1084187,2025-02-07,12:18:00,145,0.94,mobile,SESS_A9927CE9,False
WE_00032678,CUST_000409,TMDB_M_1487320,2025-10-05,14:04:00,130,0.74,mobile,SESS_FE0129CB,False
WE_00032679,CUST_000409,TMDB_M_479197,2025-12-20,12:02:00,37,0.29,mobile,SESS_DCA86096,True
WE_00032680,CUST_000409,TMDB_T_4556,2025-10-18,11:54:00,23,0.74,mobile,SESS_046DDAC8,False
WE_00032681,CUST_000409,TMDB_T_73586,2025-07-10,13:14:00,10,0.23,smart_tv,SESS_506B97E4,False
WE_00032682,CUST_000409,TMDB_M_936075,2025-10-15,23:33:00,47,0.46,mobile,SESS_57919D9B,True
WE_00032683,CUST_000409,TMDB_M_429,2025-12-02,12:10:00,50,0.31,gaming_console,SESS_3E9759FF,True
WE_00032684,CUST_000409,TMDB_M_479197,2024-11-06,11:24:00,52,0.3,mobile,SESS_E790F312,False
WE_00032685,CUST_000409,TMDB_T_14981,2025-11-29,11:50:00,23,0.45,gaming_console,SESS_D77A17DB,False
WE_00032686,CUST_000409,TMDB_M_479197,2025-07-16,19:53:00,158,0.9,mobile,SESS_214D641A,False
WE_00032687,CUST_000409,TMDB_M_1180831,2025-11-18,12:46:00,154,0.9,mobile,SESS_C22898EB,False
WE_00032688,CUST_000409,TMDB_M_615,2024-12-16,13:29:00,66,0.62,mobile,SESS_7545EB0B,True
WE_00032689,CUST_000409,TMDB_M_1403327,2025-08-11,19:19:00,35,0.34,mobile,SESS_82ABCDC5,False
WE_00032690,CUST_000409,TMDB_M_936075,2026-01-27,22:29:00,78,0.75,mobile,SESS_00DBEA14,False
WE_00032691,CUST_000409,TMDB_M_284054,2025-04-16,17:03:00,115,0.73,mobile,SESS_E5E1E896,False
WE_00032692,CUST_000409,TMDB_M_1084187,2025-09-01,09:59:00,103,0.67,mobile,SESS_FDCFF48E,False
WE_00032693,CUST_000409,TMDB_M_1500099,2025-06-09,08:15:00,62,0.65,mobile,SESS_D549AAB0,False
WE_00032694,CUST_000409,TMDB_M_1620551,2024-11-04,22:41:00,42,0.33,tablet,SESS_3786AB40,False
WE_00032695,CUST_000409,TMDB_M_1235877,2025-07-13,11:10:00,145,0.95,mobile,SESS_95BFAEB1,True
WE_00032696,CUST_000409,TMDB_M_1291608,2025-11-26,12:52:00,112,0.69,mobile,SESS_C0C371DE,False
WE_00032697,CUST_000409,TMDB_M_273481,2025-09-11,15:02:00,74,0.43,desktop,SESS_E0BD6573,False
WE_00032698,CUST_000409,TMDB_M_936075,2026-04-11,22:35:00,35,0.34,mobile,SESS_C72FFA73,False
WE_00032699,CUST_000409,TMDB_T_1400,2025-03-22,08:56:00,41,0.79,mobile,SESS_99376821,False
WE_00032700,CUST_000409,TMDB_T_2221,2025-10-01,20:50:00,16,0.41,mobile,SESS_32753963,False
WE_00032701,CUST_000409,TMDB_T_73586,2025-07-20,16:35:00,14,0.32,mobile,SESS_25D40D6C,False
WE_00032702,CUST_000409,TMDB_M_1357633,2026-03-08,23:26:00,94,0.88,gaming_console,SESS_14625B2E,False
WE_00032703,CUST_000409,TMDB_M_1003596,2024-10-14,11:24:00,36,0.21,mobile,SESS_D7BEDD64,False
WE_00032704,CUST_000409,TMDB_M_359410,2025-01-31,20:47:00,154,0.9,mobile,SESS_167A6BB9,False
WE_00032705,CUST_000409,TMDB_M_67395,2026-03-02,12:31:00,31,0.3,mobile,SESS_CB86A0D8,True
WE_00032706,CUST_000409,TMDB_M_936075,2025-10-03,11:18:00,46,0.45,mobile,SESS_76DE3E6F,False
WE_00032707,CUST_000409,TMDB_T_1668,2025-11-17,13:30:00,16,0.4,mobile,SESS_EA6029F6,False
WE_00032708,CUST_000409,TMDB_T_34307,2025-10-23,07:28:00,29,0.81,mobile,SESS_9300C466,True
WE_00032709,CUST_000409,TMDB_M_429,2026-01-20,10:14:00,70,0.43,mobile,SESS_A03B1E61,False
WE_00032710,CUST_000409,TMDB_T_73586,2025-11-06,11:34:00,33,0.72,mobile,SESS_08310AB1,False
WE_00032711,CUST_000409,TMDB_T_1668,2025-09-25,16:01:00,11,0.28,mobile,SESS_12FD4B1A,False
WE_00032712,CUST_000409,TMDB_M_4247,2025-11-30,13:31:00,106,0.97,mobile,SESS_8E7A5996,False
WE_00032713,CUST_000409,TMDB_M_14161,2024-12-17,16:56:00,44,0.3,smart_tv,SESS_6E4C2B13,False
WE_00032714,CUST_000409,TMDB_T_1408,2026-02-11,15:24:00,15,0.34,mobile,SESS_59A72878,False
WE_00032715,CUST_000409,TMDB_M_429,2025-09-27,08:42:00,37,0.23,mobile,SESS_559018CC,False
WE_00032716,CUST_000409,TMDB_T_73586,2025-07-25,08:31:00,23,0.52,mobile,SESS_5ED323D6,False
WE_00032717,CUST_000409,TMDB_T_764,2025-12-19,15:34:00,29,0.83,mobile,SESS_E57BDBBE,False
WE_00032718,CUST_000409,TMDB_T_73586,2024-11-08,09:45:00,27,0.59,mobile,SESS_CC4CAF75,False
WE_00032719,CUST_000409,TMDB_T_220542,2025-08-10,09:14:00,23,0.47,mobile,SESS_E3B9D4CC,False
WE_00032720,CUST_000409,TMDB_M_1171145,2025-11-13,16:29:00,61,0.55,mobile,SESS_1194807D,True
WE_00032721,CUST_000409,TMDB_T_60574,2025-04-13,17:57:00,42,0.97,mobile,SESS_75151435,True
WE_00032722,CUST_000409,TMDB_M_479197,2026-04-15,15:34:00,121,0.69,mobile,SESS_ACDA8680,False
WE_00032723,CUST_000409,TMDB_T_17610,2026-04-21,13:01:00,22,0.42,mobile,SESS_EDE310E9,False
WE_00032724,CUST_000409,TMDB_T_2734,2026-02-02,12:21:00,29,0.82,mobile,SESS_35C5609C,False
WE_00032725,CUST_000409,TMDB_M_1226863,2025-05-21,10:36:00,91,0.55,mobile,SESS_A09E64ED,False
WE_00032726,CUST_000409,TMDB_M_429,2025-02-04,06:27:00,48,0.3,mobile,SESS_180F7C28,False
WE_00032727,CUST_000409,TMDB_T_5920,2025-10-31,16:34:00,34,0.94,mobile,SESS_683BA8DC,False
WE_00032728,CUST_000409,TMDB_M_1579,2025-12-08,20:00:00,109,0.82,desktop,SESS_E23BB258,False
WE_00032729,CUST_000409,TMDB_M_1406657,2026-01-31,18:30:00,59,0.36,mobile,SESS_E68CB1BA,False
WE_00032730,CUST_000409,TMDB_M_479197,2025-04-20,10:56:00,65,0.5,mobile,SESS_1D930B9B,False
WE_00032731,CUST_000409,TMDB_M_1242898,2025-07-18,23:36:00,49,0.4,mobile,SESS_2E255050,False
WE_00032732,CUST_000409,TMDB_M_1049471,2025-11-19,13:43:00,98,0.9,mobile,SESS_0D322337,False
WE_00032733,CUST_000409,TMDB_M_939243,2024-10-08,12:09:00,42,0.53,gaming_console,SESS_4B89264A,False
WE_00032734,CUST_000409,TMDB_M_429,2024-12-12,08:39:00,92,0.57,mobile,SESS_9B33A68D,False
WE_00032735,CUST_000409,TMDB_M_479197,2025-05-14,14:33:00,45,0.26,desktop,SESS_94F04D02,False
WE_00032736,CUST_000409,TMDB_M_1635276,2025-07-29,06:33:00,84,0.76,mobile,SESS_DE56C467,False
WE_00032737,CUST_000410,TMDB_M_28322,2025-12-14,11:17:00,54,0.56,gaming_console,SESS_66A917C7,False
WE_00032738,CUST_000410,TMDB_M_1359,2025-10-12,08:20:00,88,0.99,gaming_console,SESS_D27BE71E,False
WE_00032739,CUST_000410,TMDB_M_1307373,2026-01-02,13:48:00,51,0.47,gaming_console,SESS_1DD217D3,False
WE_00032740,CUST_000410,TMDB_M_1054867,2024-10-21,07:39:00,29,0.28,gaming_console,SESS_094B8E96,False
WE_00032741,CUST_000410,TMDB_M_1630433,2025-04-27,19:49:00,84,0.79,gaming_console,SESS_D4BA1CAF,True
WE_00032742,CUST_000410,TMDB_M_447365,2025-01-27,18:31:00,131,0.81,gaming_console,SESS_2828E6A8,True
WE_00032743,CUST_000410,TMDB_M_562,2024-09-26,16:42:00,59,0.42,gaming_console,SESS_CC298920,False
WE_00032744,CUST_000410,TMDB_M_350,2025-04-20,13:30:00,136,0.77,gaming_console,SESS_8D3375DE,False
WE_00032745,CUST_000410,TMDB_M_1426964,2025-06-24,13:22:00,152,0.97,gaming_console,SESS_66D29DD4,False
WE_00032746,CUST_000410,TMDB_M_533533,2026-01-05,11:51:00,55,0.38,gaming_console,SESS_E643692C,False
WE_00032747,CUST_000410,TMDB_T_15260,2025-08-10,23:04:00,11,0.34,gaming_console,SESS_1D83F40B,False
WE_00032748,CUST_000410,TMDB_T_1431,2026-01-08,17:50:00,36,0.87,gaming_console,SESS_F3D98139,False
WE_00032749,CUST_000410,TMDB_T_498,2025-06-14,09:02:00,29,0.87,gaming_console,SESS_9126F62B,False
WE_00032750,CUST_000410,TMDB_T_73586,2025-01-25,06:36:00,42,0.93,gaming_console,SESS_11B67738,True
WE_00032751,CUST_000410,TMDB_M_1268127,2024-12-26,13:30:00,101,0.76,mobile,SESS_6B12121A,False
WE_00032752,CUST_000410,TMDB_T_2190,2026-03-25,17:27:00,13,0.25,tablet,SESS_76C61E2E,False
WE_00032753,CUST_000410,TMDB_M_1523145,2025-06-25,21:45:00,82,0.51,mobile,SESS_FA0C3DED,False
WE_00032754,CUST_000410,TMDB_M_436969,2025-04-23,08:55:00,85,0.89,gaming_console,SESS_A8BE954F,False
WE_00032755,CUST_000410,TMDB_T_76479,2025-07-13,15:18:00,35,0.76,gaming_console,SESS_B343EDE1,False
WE_00032756,CUST_000410,TMDB_M_876566,2025-11-14,17:52:00,164,0.92,gaming_console,SESS_A60F6D4B,False
WE_00032757,CUST_000410,TMDB_M_106,2025-11-10,12:51:00,50,0.35,desktop,SESS_7C2C6735,False
WE_00032758,CUST_000410,TMDB_M_1387382,2025-08-07,21:28:00,113,0.9,gaming_console,SESS_96E1EE24,True
WE_00032759,CUST_000410,TMDB_M_559,2025-01-14,10:32:00,37,0.21,gaming_console,SESS_65F7F7C3,True
WE_00032760,CUST_000410,TMDB_M_293660,2025-12-24,09:42:00,105,0.68,gaming_console,SESS_9CC9D6E3,False
WE_00032761,CUST_000410,TMDB_M_876566,2025-11-27,21:50:00,140,0.91,gaming_console,SESS_280C9BE1,False
WE_00032762,CUST_000410,TMDB_M_637649,2025-12-09,17:35:00,47,0.53,tablet,SESS_5C1ED84F,False
WE_00032763,CUST_000410,TMDB_T_45790,2025-07-16,19:23:00,24,0.61,gaming_console,SESS_0BE80648,False
WE_00032764,CUST_000410,TMDB_M_1426964,2025-10-03,07:35:00,95,0.61,smart_tv,SESS_F8AA86DB,False
WE_00032765,CUST_000410,TMDB_M_383498,2025-03-08,17:49:00,75,0.6,gaming_console,SESS_9FEB7F70,False
WE_00032766,CUST_000410,TMDB_M_1088434,2024-08-23,12:03:00,47,0.59,smart_tv,SESS_2E865D50,False
WE_00032767,CUST_000410,TMDB_M_1291608,2024-11-01,07:57:00,120,0.92,gaming_console,SESS_45FB0DCF,False
WE_00032768,CUST_000410,TMDB_M_679,2025-09-26,12:23:00,151,0.85,desktop,SESS_6EBA98DF,False
WE_00032769,CUST_000410,TMDB_M_1276038,2025-06-22,17:15:00,111,0.87,gaming_console,SESS_15559EAC,False
WE_00032770,CUST_000410,TMDB_M_1054867,2025-02-28,19:12:00,77,0.73,gaming_console,SESS_E1FB2A96,False
WE_00032771,CUST_000410,TMDB_M_1305781,2024-11-09,21:16:00,90,0.54,smart_tv,SESS_06B8F092,False
WE_00032772,CUST_000410,TMDB_M_986056,2025-10-05,09:46:00,79,0.65,mobile,SESS_B0121057,False
WE_00032773,CUST_000410,TMDB_M_1305781,2024-08-30,13:58:00,59,0.53,gaming_console,SESS_97071445,False
WE_00032774,CUST_000410,TMDB_M_969681,2025-10-06,22:16:00,38,0.34,gaming_console,SESS_EFF0DCCB,False
WE_00032775,CUST_000410,TMDB_M_62,2025-11-18,14:30:00,56,0.67,gaming_console,SESS_5768CA2F,False
WE_00032776,CUST_000410,TMDB_M_1087891,2025-07-19,06:08:00,71,0.54,gaming_console,SESS_3AC49257,False
WE_00032777,CUST_000410,TMDB_T_1434,2025-01-17,15:33:00,9,0.23,gaming_console,SESS_5C279375,False
WE_00032778,CUST_000410,TMDB_M_985939,2025-07-29,21:29:00,68,0.81,gaming_console,SESS_6069CD2E,False
WE_00032779,CUST_000410,TMDB_M_290098,2025-02-05,20:30:00,113,0.73,gaming_console,SESS_4D741278,False
WE_00032780,CUST_000410,TMDB_M_701387,2025-03-07,22:03:00,169,0.97,gaming_console,SESS_B9CBE58B,False
WE_00032781,CUST_000410,TMDB_M_361743,2025-10-25,20:13:00,164,0.95,desktop,SESS_8BFDA0A5,False
WE_00032782,CUST_000410,TMDB_M_1630433,2024-09-03,11:12:00,23,0.23,gaming_console,SESS_6AD733BB,False
WE_00032783,CUST_000410,TMDB_M_519182,2024-11-30,10:39:00,50,0.55,tablet,SESS_31328DD6,False
WE_00032784,CUST_000410,TMDB_M_680,2026-01-07,06:49:00,93,0.87,gaming_console,SESS_ADE07438,False
WE_00032785,CUST_000410,TMDB_M_1266127,2024-11-18,16:58:00,48,0.53,gaming_console,SESS_DE091DB6,False
WE_00032786,CUST_000410,TMDB_M_969681,2024-12-30,08:14:00,45,0.31,gaming_console,SESS_32578935,False
WE_00032787,CUST_000410,TMDB_M_912649,2025-10-08,12:31:00,95,0.69,gaming_console,SESS_AE990CF9,False
WE_00032788,CUST_000410,TMDB_T_65733,2025-12-26,21:42:00,18,0.37,tablet,SESS_7A7882F1,True
WE_00032789,CUST_000410,TMDB_M_1234821,2025-06-02,20:13:00,100,0.8,gaming_console,SESS_092B5B60,True
WE_00032790,CUST_000410,TMDB_M_24428,2025-03-10,22:55:00,33,0.29,gaming_console,SESS_10514BF7,False
WE_00032791,CUST_000410,TMDB_M_911430,2025-01-07,18:10:00,31,0.28,smart_tv,SESS_F9C4DC6C,False
WE_00032792,CUST_000410,TMDB_M_1236153,2025-04-24,13:26:00,165,0.98,gaming_console,SESS_BB1113E3,False
WE_00032793,CUST_000410,TMDB_M_1066313,2025-05-12,20:45:00,97,0.97,gaming_console,SESS_E0D69315,False
WE_00032794,CUST_000410,TMDB_M_1630433,2025-01-10,21:02:00,29,0.28,gaming_console,SESS_36D772E2,False
WE_00032795,CUST_000410,TMDB_M_1236153,2025-07-14,17:46:00,64,0.38,gaming_console,SESS_2F611F36,True
WE_00032796,CUST_000410,TMDB_M_1265609,2025-10-08,16:44:00,125,0.84,gaming_console,SESS_B1578BC8,True
WE_00032797,CUST_000410,TMDB_M_286217,2024-11-10,12:02:00,60,0.69,gaming_console,SESS_6582A48E,False
WE_00032798,CUST_000410,TMDB_M_786892,2025-03-06,10:30:00,32,0.29,gaming_console,SESS_D5B21BF1,False
WE_00032799,CUST_000410,TMDB_M_985939,2026-02-14,14:40:00,70,0.83,gaming_console,SESS_72BE8F53,False
WE_00032800,CUST_000410,TMDB_M_840464,2024-10-21,11:00:00,51,0.48,gaming_console,SESS_11092304,False
WE_00032801,CUST_000410,TMDB_M_939243,2025-09-11,15:21:00,75,0.94,gaming_console,SESS_EF0392D4,True
WE_00032802,CUST_000410,TMDB_M_156022,2025-08-25,19:42:00,92,0.69,gaming_console,SESS_DDBC25FB,False
WE_00032803,CUST_000410,TMDB_M_680,2026-02-02,14:38:00,103,0.97,gaming_console,SESS_9BECC679,False
WE_00032804,CUST_000410,TMDB_M_1022787,2025-06-30,12:38:00,77,0.89,gaming_console,SESS_D9280EFB,False
WE_00032805,CUST_000410,TMDB_M_982843,2025-12-21,23:11:00,61,0.63,gaming_console,SESS_51B0981F,False
WE_00032806,CUST_000410,TMDB_M_359410,2026-02-04,09:50:00,65,0.38,gaming_console,SESS_45FECBB7,False
WE_00032807,CUST_000410,TMDB_M_637649,2025-04-27,18:10:00,54,0.61,desktop,SESS_101181E7,False
WE_00032808,CUST_000410,TMDB_M_1726,2025-09-12,21:05:00,148,0.91,gaming_console,SESS_5985EC97,False
WE_00032809,CUST_000410,TMDB_T_57532,2025-10-21,08:32:00,20,0.46,gaming_console,SESS_ADE68538,False
WE_00032810,CUST_000410,TMDB_M_1236153,2026-02-21,10:17:00,45,0.27,gaming_console,SESS_C824DD9B,False
WE_00032811,CUST_000410,TMDB_M_1419406,2025-08-14,13:08:00,103,0.66,gaming_console,SESS_91471E8A,False
WE_00032812,CUST_000410,TMDB_M_19995,2026-03-02,19:06:00,39,0.26,gaming_console,SESS_4062A629,False
WE_00032813,CUST_000410,TMDB_M_601,2026-01-04,21:40:00,87,0.52,tablet,SESS_EB8A5707,False
WE_00032814,CUST_000410,TMDB_M_1412598,2025-04-05,21:43:00,76,0.69,gaming_console,SESS_8D231692,False
WE_00032815,CUST_000410,TMDB_M_786892,2026-01-19,06:01:00,39,0.42,gaming_console,SESS_EF80AFAD,False
WE_00032816,CUST_000410,TMDB_M_876566,2026-02-13,15:51:00,55,0.31,desktop,SESS_DB4C4132,False
WE_00032817,CUST_000410,TMDB_M_1241470,2025-08-27,22:01:00,74,0.43,gaming_console,SESS_D0F6A62D,False
WE_00032818,CUST_000410,TMDB_M_1180831,2025-04-07,14:37:00,116,0.68,gaming_console,SESS_28E2C3BF,False
WE_00032819,CUST_000410,TMDB_T_95479,2025-01-15,06:44:00,35,0.9,gaming_console,SESS_D906E756,False
WE_00032820,CUST_000410,TMDB_M_68721,2025-10-20,06:50:00,63,0.79,gaming_console,SESS_879D53FC,False
WE_00032821,CUST_000410,TMDB_M_912649,2024-12-01,11:05:00,119,0.83,gaming_console,SESS_B94D8BFD,True
WE_00032822,CUST_000410,TMDB_M_1119449,2025-04-16,21:05:00,44,0.47,gaming_console,SESS_463DE7CD,False
